strategy,wins,losses,draws
"[[19.0, 19.0, 19.0], [19.0, 1.0, 1.0], [1.0, 1.0, 20.0]]",2773,1814,761
"[[20.0, 19.0, 19.0], [19.0, 19.0, 1.0], [1.0, 1.0, 1.0]]",2771,1811,766
"[[20.0, 19.0, 19.0], [19.0, 19.0, 1.0], [1.0, 1.0, 1.0]]",2771,1811,766
"[[15.0, 3.0, 15.0], [15.0, 4.0, 15.0], [15.0, 3.0, 15.0]]",2771,2235,342
"[[20.0, 19.0, 19.0], [19.0, 19.0, 1.0], [1.0, 1.0, 1.0]]",2771,1811,766
"[[10.0, 3.0, 3.0], [20.0, 2.0, 20.0], [30.0, 2.0, 10.0]]",2771,2045,532
"[[1.0, 1.0, 1.0], [1.0, 8.0, 22.0], [22.0, 22.0, 22.0]]",2771,2352,225
"[[15.0, 3.0, 15.0], [15.0, 4.0, 15.0], [15.0, 3.0, 15.0]]",2771,2235,342
"[[20.0, 19.0, 19.0], [19.0, 19.0, 1.0], [1.0, 1.0, 1.0]]",2771,1811,766
"[[25.0, 25.0, 0.0], [0.0, 0.0, 13.0], [13.0, 13.0, 11.0]]",2770,1931,647
"[[15.0, 5.0, 15.0], [15.0, 15.0, 3.0], [2.0, 15.0, 15.0]]",2770,2231,347
"[[25.0, 20.0, 15.0], [10.0, 5.0, 10.0], [5.0, 5.0, 5.0]]",2770,2117,461
"[[1.0, 16.0, 16.0], [1.0, 16.0, 16.0], [2.0, 16.0, 16.0]]",2770,2162,416
"[[1.0, 16.0, 16.0], [1.0, 16.0, 16.0], [2.0, 16.0, 16.0]]",2770,2162,416
"[[2.0, 2.0, 29.0], [2.0, 2.0, 30.0], [2.0, 2.0, 29.0]]",2769,2398,181
"[[25.0, 5.0, 25.0], [5.0, 20.0, 5.0], [10.0, 0.0, 5.0]]",2769,2012,567
"[[16.0, 11.0, 11.0], [21.0, 11.0, 11.0], [2.0, 11.0, 6.0]]",2769,1981,598
"[[0.0, 20.0, 0.0], [20.0, 25.0, 20.0], [0.0, 15.0, 0.0]]",2769,1754,825
"[[18.0, 18.0, 18.0], [18.0, 18.0, 7.0], [1.0, 1.0, 1.0]]",2768,2362,218
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [20.0, 19.0, 19.0]]",2768,1868,712
"[[16.0, 16.0, 16.0], [16.0, 16.0, 15.0], [2.0, 2.0, 1.0]]",2768,2185,395
"[[26.0, 26.0, 26.0], [6.0, 6.0, 6.0], [1.0, 2.0, 1.0]]",2768,2339,241
"[[20.0, 15.0, 5.0], [15.0, 20.0, 5.0], [5.0, 5.0, 10.0]]",2768,1696,884
"[[20.0, 20.0, 20.0], [1.0, 11.0, 25.0], [1.0, 1.0, 1.0]]",2768,1801,779
"[[18.0, 18.0, 18.0], [18.0, 18.0, 7.0], [1.0, 1.0, 1.0]]",2768,2362,218
"[[1.0, 1.0, 25.0], [25.0, 1.0, 25.0], [20.0, 1.0, 1.0]]",2767,2225,356
"[[1.0, 19.0, 19.0], [1.0, 20.0, 1.0], [19.0, 19.0, 1.0]]",2767,1476,1105
"[[20.0, 3.0, 6.0], [6.0, 20.0, 7.0], [3.0, 15.0, 20.0]]",2767,1885,696
"[[1.0, 19.0, 19.0], [1.0, 20.0, 1.0], [19.0, 19.0, 1.0]]",2767,1476,1105
"[[2.0, 2.0, 2.0], [29.0, 2.0, 29.0], [2.0, 2.0, 30.0]]",2767,2411,170
"[[20.0, 2.0, 20.0], [0.0, 16.0, 0.0], [20.0, 2.0, 20.0]]",2765,1558,1025
"[[0.0, 22.0, 13.0], [13.0, 0.0, 13.0], [13.0, 13.0, 13.0]]",2765,2071,512
"[[19.0, 19.0, 19.0], [1.0, 1.0, 1.0], [19.0, 1.0, 20.0]]",2765,1870,713
"[[15.0, 3.0, 3.0], [0.0, 16.0, 16.0], [16.0, 15.0, 16.0]]",2765,2238,345
"[[1.0, 2.0, 1.0], [19.0, 19.0, 19.0], [19.0, 1.0, 19.0]]",2764,2164,420
"[[4.0, 4.0, 34.0], [34.0, 4.0, 8.0], [4.0, 4.0, 4.0]]",2763,2486,99
"[[26.0, 26.0, 26.0], [12.0, 2.0, 2.0], [2.0, 2.0, 2.0]]",2762,2406,180
"[[19.0, 19.0, 20.0], [1.0, 1.0, 19.0], [1.0, 1.0, 19.0]]",2762,1765,821
"[[2.0, 1.0, 1.0], [19.0, 18.0, 19.0], [1.0, 19.0, 20.0]]",2761,1785,802
"[[3.0, 14.0, 14.0], [13.0, 13.0, 14.0], [13.0, 13.0, 3.0]]",2760,2465,123
"[[1.0, 16.0, 16.0], [2.0, 16.0, 16.0], [1.0, 16.0, 16.0]]",2759,2193,396
"[[15.0, 15.0, 15.0], [15.0, 15.0, 10.0], [5.0, 5.0, 5.0]]",2759,2176,413
"[[1.0, 16.0, 16.0], [2.0, 16.0, 16.0], [1.0, 16.0, 16.0]]",2759,2193,396
"[[15.0, 15.0, 5.0], [15.0, 15.0, 15.0], [15.0, 2.0, 3.0]]",2758,2253,337
"[[23.0, 4.0, 15.0], [11.0, 19.0, 3.0], [19.0, 1.0, 5.0]]",2758,1592,998
"[[0.0, 0.0, 21.0], [21.0, 20.0, 19.0], [19.0, 0.0, 0.0]]",2758,1748,842
"[[15.0, 6.0, 15.0], [6.0, 15.0, 6.0], [15.0, 7.0, 15.0]]",2756,2275,317
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[30.0, 20.0, 20.0], [5.0, 5.0, 5.0], [5.0, 5.0, 5.0]]",2756,2119,473
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[15.0, 6.0, 15.0], [6.0, 15.0, 6.0], [15.0, 7.0, 15.0]]",2756,2275,317
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[1.0, 1.0, 1.0], [1.0, 19.0, 19.0], [19.0, 19.0, 20.0]]",2756,1869,723
"[[15.0, 6.0, 15.0], [6.0, 15.0, 6.0], [15.0, 7.0, 15.0]]",2756,2275,317
"[[15.0, 6.0, 15.0], [6.0, 15.0, 6.0], [15.0, 7.0, 15.0]]",2756,2275,317
"[[15.0, 15.0, 15.0], [15.0, 3.0, 4.0], [15.0, 15.0, 3.0]]",2755,2287,306
"[[2.0, 2.0, 2.0], [11.0, 11.0, 11.0], [20.0, 20.0, 21.0]]",2755,1781,812
"[[22.0, 22.0, 22.0], [24.0, 0.0, 2.0], [2.0, 2.0, 2.0]]",2754,2257,337
"[[23.0, 23.0, 23.0], [1.0, 1.0, 26.0], [1.0, 1.0, 1.0]]",2754,2303,291
"[[0.0, 4.0, 4.0], [4.0, 4.0, 21.0], [21.0, 21.0, 21.0]]",2754,2212,382
"[[1.0, 0.0, 0.0], [12.0, 12.0, 12.0], [21.0, 21.0, 21.0]]",2754,1716,878
"[[0.0, 4.0, 4.0], [4.0, 4.0, 21.0], [21.0, 21.0, 21.0]]",2754,2212,382
"[[14.0, 14.0, 14.0], [18.0, 18.0, 18.0], [1.0, 2.0, 1.0]]",2753,2328,267
"[[2.0, 2.0, 2.0], [2.0, 2.0, 21.0], [21.0, 21.0, 27.0]]",2752,2407,189
"[[2.0, 2.0, 2.0], [2.0, 2.0, 21.0], [21.0, 21.0, 27.0]]",2752,2407,189
"[[15.0, 15.0, 16.0], [1.0, 1.0, 17.0], [15.0, 3.0, 17.0]]",2752,2253,343
"[[19.0, 19.0, 1.0], [19.0, 19.0, 19.0], [1.0, 2.0, 1.0]]",2750,2228,370
"[[19.0, 20.0, 20.0], [20.0, 20.0, 0.0], [0.0, 0.0, 1.0]]",2750,1665,933
"[[16.0, 16.0, 16.0], [16.0, 16.0, 16.0], [1.0, 2.0, 1.0]]",2749,2261,338
"[[2.0, 11.0, 11.0], [11.0, 11.0, 11.0], [16.0, 21.0, 6.0]]",2748,2033,567
"[[14.0, 14.0, 14.0], [14.0, 14.0, 14.0], [6.0, 6.0, 4.0]]",2748,2416,184
"[[1.0, 15.0, 1.0], [15.0, 2.0, 15.0], [16.0, 15.0, 20.0]]",2747,1888,713
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [5.0, 2.0, 3.0]]",2746,2250,352
"[[17.0, 1.0, 17.0], [1.0, 1.0, 12.0], [18.0, 15.0, 18.0]]",2746,2285,317
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [5.0, 2.0, 3.0]]",2746,2250,352
"[[6.0, 6.0, 6.0], [6.0, 20.0, 15.0], [6.0, 15.0, 20.0]]",2746,1761,841
"[[10.0, 20.0, 30.0], [1.0, 2.0, 4.0], [9.0, 21.0, 3.0]]",2746,2106,496
"[[23.0, 0.0, 23.0], [23.0, 2.0, 2.0], [2.0, 2.0, 23.0]]",2745,2158,445
"[[15.0, 5.0, 15.0], [15.0, 5.0, 10.0], [15.0, 5.0, 15.0]]",2745,2163,440
"[[1.0, 1.0, 2.0], [19.0, 19.0, 1.0], [19.0, 19.0, 19.0]]",2743,2202,403
"[[14.0, 11.0, 6.0], [15.0, 6.0, 15.0], [6.0, 15.0, 12.0]]",2743,2303,302
"[[15.0, 6.0, 15.0], [6.0, 15.0, 7.0], [15.0, 6.0, 15.0]]",2742,2277,329
"[[15.0, 15.0, 15.0], [3.0, 4.0, 3.0], [15.0, 15.0, 15.0]]",2742,2294,312
"[[1.0, 12.0, 13.0], [18.0, 1.0, 18.0], [18.0, 18.0, 1.0]]",2741,2281,326
"[[16.0, 16.0, 16.0], [16.0, 16.0, 16.0], [1.0, 1.0, 2.0]]",2740,2252,356
"[[5.0, 5.0, 5.0], [15.0, 15.0, 25.0], [10.0, 10.0, 10.0]]",2739,2257,352
"[[2.0, 4.0, 6.0], [8.0, 20.0, 12.0], [14.0, 16.0, 18.0]]",2739,1212,1397
"[[1.0, 24.0, 24.0], [1.0, 24.0, 1.0], [1.0, 1.0, 23.0]]",2738,2297,313
"[[16.0, 16.0, 16.0], [17.0, 16.0, 16.0], [1.0, 1.0, 1.0]]",2737,2310,301
"[[16.0, 2.0, 16.0], [16.0, 1.0, 16.0], [16.0, 1.0, 16.0]]",2737,2230,381
"[[20.0, 0.0, 0.0], [0.0, 21.0, 20.0], [0.0, 20.0, 19.0]]",2737,1746,865
"[[0.0, 0.0, 0.0], [15.0, 25.0, 15.0], [15.0, 15.0, 15.0]]",2737,2056,555
"[[16.0, 16.0, 16.0], [16.0, 16.0, 16.0], [2.0, 1.0, 1.0]]",2736,2269,343
"[[19.0, 19.0, 19.0], [1.0, 1.0, 19.0], [1.0, 1.0, 20.0]]",2736,1898,714
"[[33.0, 16.0, 16.0], [16.0, 15.0, 1.0], [1.0, 1.0, 1.0]]",2736,2260,352
"[[21.0, 21.0, 21.0], [12.0, 12.0, 12.0], [0.0, 1.0, 0.0]]",2735,1913,700
"[[21.0, 21.0, 21.0], [12.0, 12.0, 12.0], [0.0, 1.0, 0.0]]",2735,1913,700
"[[21.0, 21.0, 21.0], [12.0, 12.0, 12.0], [0.0, 1.0, 0.0]]",2735,1913,700
"[[16.0, 16.0, 1.0], [1.0, 16.0, 16.0], [16.0, 16.0, 2.0]]",2734,2187,427
"[[16.0, 16.0, 16.0], [2.0, 0.0, 16.0], [16.0, 2.0, 16.0]]",2733,2273,342
"[[15.0, 15.0, 15.0], [14.0, 14.0, 14.0], [4.0, 5.0, 4.0]]",2733,2337,278
"[[5.0, 11.0, 17.0], [4.0, 12.0, 18.0], [6.0, 13.0, 14.0]]",2733,2109,506
"[[3.0, 3.0, 3.0], [3.0, 3.0, 27.0], [3.0, 27.0, 28.0]]",2733,2509,106
"[[19.0, 0.0, 20.0], [0.0, 21.0, 0.0], [19.0, 0.0, 21.0]]",2733,1777,838
"[[0.0, 1.0, 1.0], [1.0, 20.0, 19.0], [19.0, 20.0, 19.0]]",2733,1437,1178
"[[1.0, 2.0, 1.0], [2.0, 30.0, 30.0], [30.0, 2.0, 2.0]]",2732,2420,196
"[[19.0, 1.0, 19.0], [19.0, 19.0, 20.0], [1.0, 1.0, 1.0]]",2731,1873,744
"[[16.0, 16.0, 16.0], [2.0, 16.0, 16.0], [1.0, 16.0, 1.0]]",2731,2259,358
"[[10.0, 5.0, 15.0], [20.0, 5.0, 20.0], [5.0, 10.0, 10.0]]",2731,1797,820
"[[0.0, 0.0, 0.0], [0.0, 25.0, 15.0], [20.0, 20.0, 20.0]]",2731,1692,925
"[[0.0, 0.0, 20.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2730,1383,1235
"[[0.0, 0.0, 20.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2730,1383,1235
"[[0.0, 0.0, 20.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2730,1383,1235
"[[0.0, 0.0, 20.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2730,1383,1235
"[[0.0, 0.0, 20.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2730,1383,1235
"[[29.0, 2.0, 2.0], [2.0, 29.0, 3.0], [2.0, 2.0, 29.0]]",2730,2464,154
"[[1.0, 4.0, 5.0], [15.0, 15.0, 15.0], [15.0, 15.0, 15.0]]",2730,2192,426
"[[11.0, 11.0, 11.0], [11.0, 11.0, 7.0], [6.0, 21.0, 11.0]]",2730,2396,222
"[[0.0, 15.0, 5.0], [19.0, 5.0, 16.0], [5.0, 18.0, 17.0]]",2729,2068,551
"[[13.0, 13.0, 5.0], [13.0, 13.0, 13.0], [4.0, 13.0, 13.0]]",2729,2412,207
"[[16.0, 2.0, 0.0], [16.0, 16.0, 16.0], [16.0, 2.0, 16.0]]",2729,2228,391
"[[15.0, 15.0, 15.0], [15.0, 15.0, 15.0], [5.0, 3.0, 2.0]]",2729,2273,346
"[[15.0, 5.0, 15.0], [7.0, 15.0, 7.0], [15.0, 6.0, 15.0]]",2728,2284,336
"[[1.0, 1.0, 1.0], [15.0, 15.0, 15.0], [18.0, 17.0, 17.0]]",2728,2319,301
"[[16.0, 16.0, 16.0], [1.0, 16.0, 2.0], [16.0, 1.0, 16.0]]",2728,2250,370
"[[1.0, 16.0, 16.0], [1.0, 16.0, 16.0], [1.0, 17.0, 16.0]]",2728,2250,370
"[[0.0, 0.0, 15.0], [10.0, 25.0, 14.0], [14.0, 7.0, 15.0]]",2728,1831,789
"[[14.0, 10.0, 14.0], [10.0, 14.0, 5.0], [14.0, 5.0, 14.0]]",2727,2418,203
"[[13.0, 13.0, 6.0], [13.0, 13.0, 13.0], [13.0, 3.0, 13.0]]",2725,2464,159
"[[18.0, 4.0, 12.0], [18.0, 16.0, 14.0], [4.0, 10.0, 4.0]]",2725,2011,612
"[[12.0, 18.0, 24.0], [7.0, 11.0, 10.0], [9.0, 5.0, 4.0]]",2724,2279,345
"[[13.0, 4.0, 7.0], [10.0, 37.0, 3.0], [9.0, 4.0, 13.0]]",2724,2441,183
"[[0.0, 18.0, 0.0], [18.0, 20.0, 22.0], [0.0, 22.0, 0.0]]",2724,1798,826
"[[0.0, 18.0, 0.0], [18.0, 20.0, 22.0], [0.0, 22.0, 0.0]]",2724,1798,826
"[[0.0, 18.0, 0.0], [18.0, 20.0, 22.0], [0.0, 22.0, 0.0]]",2724,1798,826
"[[0.0, 18.0, 0.0], [18.0, 20.0, 22.0], [0.0, 22.0, 0.0]]",2724,1798,826
"[[0.0, 18.0, 0.0], [18.0, 20.0, 22.0], [0.0, 22.0, 0.0]]",2724,1798,826
"[[20.0, 20.0, 20.0], [8.0, 8.0, 8.0], [4.0, 6.0, 6.0]]",2724,2082,542
"[[19.0, 19.0, 1.0], [19.0, 20.0, 1.0], [19.0, 1.0, 1.0]]",2723,1480,1145
"[[8.0, 13.0, 16.0], [4.0, 32.0, 16.0], [8.0, 1.0, 2.0]]",2723,2073,552
"[[17.0, 17.0, 17.0], [17.0, 17.0, 5.0], [5.0, 5.0, 0.0]]",2723,2260,365
"[[19.0, 19.0, 1.0], [19.0, 20.0, 1.0], [19.0, 1.0, 1.0]]",2723,1480,1145
"[[17.0, 17.0, 17.0], [17.0, 17.0, 5.0], [5.0, 5.0, 0.0]]",2723,2260,365
"[[13.0, 13.0, 13.0], [0.0, 0.0, 0.0], [10.0, 25.0, 26.0]]",2722,2173,453
"[[0.0, 20.0, 20.0], [20.0, 0.0, 0.0], [20.0, 20.0, 0.0]]",2721,1412,1215
"[[0.0, 20.0, 20.0], [20.0, 0.0, 0.0], [20.0, 20.0, 0.0]]",2721,1412,1215
"[[17.0, 16.0, 16.0], [16.0, 16.0, 16.0], [1.0, 1.0, 1.0]]",2720,2328,300
"[[17.0, 16.0, 16.0], [16.0, 16.0, 16.0], [1.0, 1.0, 1.0]]",2720,2328,300
"[[17.0, 16.0, 16.0], [16.0, 16.0, 16.0], [1.0, 1.0, 1.0]]",2720,2328,300
"[[32.0, 22.0, 11.0], [11.0, 11.0, 5.0], [3.0, 3.0, 2.0]]",2719,2396,233
"[[8.0, 12.0, 13.0], [14.0, 13.0, 13.0], [13.0, 10.0, 4.0]]",2719,2408,221
"[[19.0, 19.0, 1.0], [19.0, 19.0, 1.0], [19.0, 1.0, 2.0]]",2718,2206,424
"[[19.0, 19.0, 1.0], [19.0, 19.0, 1.0], [19.0, 1.0, 2.0]]",2718,2206,424
"[[25.0, 5.0, 25.0], [5.0, 5.0, 5.0], [5.0, 25.0, 0.0]]",2718,2078,552
"[[1.0, 1.0, 1.0], [19.0, 19.0, 1.0], [19.0, 20.0, 19.0]]",2718,1788,842
"[[25.0, 5.0, 25.0], [5.0, 5.0, 5.0], [5.0, 25.0, 0.0]]",2718,2078,552
"[[15.0, 5.0, 15.0], [5.0, 15.0, 5.0], [15.0, 10.0, 15.0]]",2718,2133,497
"[[10.0, 20.0, 5.0], [10.0, 20.0, 1.0], [10.0, 20.0, 4.0]]",2717,1879,752
"[[1.0, 1.0, 1.0], [19.0, 19.0, 1.0], [19.0, 19.0, 20.0]]",2717,1854,777
"[[13.0, 3.0, 3.0], [3.0, 1.0, 19.0], [19.0, 19.0, 20.0]]",2716,1885,747
"[[1.0, 10.0, 2.0], [17.0, 16.0, 15.0], [14.0, 13.0, 12.0]]",2715,2148,485
"[[20.0, 20.0, 20.0], [10.0, 5.0, 5.0], [5.0, 5.0, 10.0]]",2715,2053,580
"[[5.0, 0.0, 5.0], [5.0, 5.0, 5.0], [25.0, 25.0, 25.0]]",2715,2319,314
"[[16.0, 16.0, 1.0], [16.0, 16.0, 2.0], [16.0, 16.0, 1.0]]",2715,2235,398
"[[14.0, 10.0, 13.0], [12.0, 16.0, 3.0], [14.0, 13.0, 5.0]]",2714,2332,302
"[[13.0, 13.0, 13.0], [13.0, 13.0, 13.0], [13.0, 4.0, 5.0]]",2714,2405,229
"[[13.0, 13.0, 13.0], [13.0, 13.0, 13.0], [13.0, 4.0, 5.0]]",2714,2405,229
"[[22.0, 22.0, 7.0], [0.0, 0.0, 0.0], [7.0, 21.0, 21.0]]",2713,2166,469
"[[22.0, 22.0, 7.0], [0.0, 0.0, 0.0], [7.0, 21.0, 21.0]]",2713,2166,469
"[[1.0, 1.0, 1.0], [24.0, 1.0, 23.0], [24.0, 24.0, 1.0]]",2712,2167,469
"[[15.0, 5.0, 15.0], [10.0, 15.0, 5.0], [15.0, 5.0, 15.0]]",2710,2126,512
"[[15.0, 5.0, 10.0], [5.0, 15.0, 15.0], [5.0, 15.0, 15.0]]",2710,2170,468
"[[19.0, 1.0, 1.0], [19.0, 20.0, 1.0], [19.0, 19.0, 1.0]]",2709,1507,1132
"[[2.0, 2.0, 2.0], [11.0, 20.0, 25.0], [34.0, 2.0, 2.0]]",2709,2238,401
"[[2.0, 12.0, 13.0], [14.0, 15.0, 14.0], [13.0, 12.0, 5.0]]",2708,2354,286
"[[5.0, 6.0, 7.0], [10.0, 20.0, 5.0], [17.0, 20.0, 10.0]]",2708,1843,797
"[[13.0, 13.0, 13.0], [13.0, 13.0, 13.0], [13.0, 5.0, 4.0]]",2707,2422,219
"[[0.0, 0.0, 20.0], [0.0, 20.0, 15.0], [20.0, 15.0, 10.0]]",2707,1866,775
"[[0.0, 0.0, 20.0], [0.0, 20.0, 15.0], [20.0, 15.0, 10.0]]",2707,1866,775
"[[16.0, 1.0, 16.0], [16.0, 1.0, 16.0], [16.0, 1.0, 17.0]]",2707,2310,331
"[[8.0, 1.0, 1.0], [1.0, 21.0, 21.0], [1.0, 21.0, 21.0]]",2707,2187,454
"[[2.0, 2.0, 2.0], [2.0, 7.0, 7.0], [26.0, 26.0, 26.0]]",2706,2500,142
"[[2.0, 2.0, 2.0], [2.0, 7.0, 7.0], [26.0, 26.0, 26.0]]",2706,2500,142
"[[1.0, 24.0, 1.0], [24.0, 1.0, 24.0], [1.0, 23.0, 1.0]]",2705,2328,315
"[[15.0, 10.0, 15.0], [5.0, 15.0, 5.0], [15.0, 5.0, 15.0]]",2705,2145,498
"[[1.0, 24.0, 1.0], [24.0, 1.0, 24.0], [1.0, 23.0, 1.0]]",2705,2328,315
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[15.0, 10.0, 15.0], [5.0, 15.0, 5.0], [15.0, 5.0, 15.0]]",2705,2145,498
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[15.0, 10.0, 15.0], [5.0, 15.0, 5.0], [15.0, 5.0, 15.0]]",2705,2145,498
"[[0.0, 0.0, 0.0], [0.0, 28.0, 18.0], [18.0, 18.0, 18.0]]",2705,2340,303
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[0.0, 0.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 20.0]]",2705,1321,1322
"[[0.0, 0.0, 0.0], [0.0, 28.0, 18.0], [18.0, 18.0, 18.0]]",2705,2340,303
"[[1.0, 24.0, 1.0], [24.0, 1.0, 23.0], [1.0, 24.0, 1.0]]",2705,2331,312
"[[12.0, 12.0, 5.0], [15.0, 15.0, 15.0], [7.0, 7.0, 12.0]]",2704,2325,319
"[[1.0, 1.0, 1.0], [25.0, 25.0, 25.0], [2.0, 19.0, 1.0]]",2704,2217,427
"[[25.0, 5.0, 5.0], [5.0, 25.0, 5.0], [0.0, 5.0, 25.0]]",2704,2084,560
"[[4.0, 10.0, 20.0], [2.0, 1.0, 3.0], [20.0, 20.0, 20.0]]",2703,1773,872
"[[15.0, 5.0, 15.0], [15.0, 0.0, 15.0], [15.0, 5.0, 15.0]]",2702,2277,369
"[[21.0, 12.0, 1.0], [21.0, 12.0, 0.0], [21.0, 12.0, 0.0]]",2702,1516,1130
"[[1.0, 1.0, 18.0], [17.0, 16.0, 15.0], [14.0, 1.0, 17.0]]",2700,2246,402
"[[16.0, 16.0, 1.0], [16.0, 1.0, 17.0], [16.0, 1.0, 16.0]]",2700,2285,363
"[[0.0, 22.0, 0.0], [20.0, 17.0, 21.0], [0.0, 20.0, 0.0]]",2700,1817,831
"[[0.0, 20.0, 20.0], [20.0, 0.0, 20.0], [20.0, 0.0, 0.0]]",2699,1419,1230
"[[14.0, 14.0, 13.0], [3.0, 13.0, 13.0], [3.0, 13.0, 14.0]]",2699,2475,174
"[[0.0, 20.0, 20.0], [20.0, 0.0, 20.0], [20.0, 0.0, 0.0]]",2699,1419,1230
"[[21.0, 21.0, 20.0], [20.0, 18.0, 0.0], [0.0, 0.0, 0.0]]",2698,1894,756
"[[7.0, 7.0, 7.0], [7.0, 7.0, 5.0], [20.0, 20.0, 20.0]]",2697,2189,462
"[[13.0, 13.0, 13.0], [13.0, 13.0, 13.0], [13.0, 6.0, 3.0]]",2696,2455,197
"[[13.0, 13.0, 13.0], [13.0, 13.0, 13.0], [13.0, 6.0, 3.0]]",2696,2455,197
"[[25.0, 0.0, 15.0], [0.0, 0.0, 15.0], [15.0, 15.0, 15.0]]",2694,2164,490
"[[19.0, 1.0, 19.0], [1.0, 1.0, 19.0], [1.0, 20.0, 19.0]]",2694,1803,851
"[[1.0, 23.0, 1.0], [24.0, 1.0, 24.0], [1.0, 24.0, 1.0]]",2693,2330,325
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[16.0, 16.0, 16.0], [2.0, 16.0, 1.0], [1.0, 16.0, 16.0]]",2692,2270,386
"[[0.0, 20.0, 0.0], [20.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2692,1357,1299
"[[25.0, 24.0, 23.0], [22.0, 2.0, 1.0], [1.0, 1.0, 1.0]]",2691,2360,297
"[[5.0, 15.0, 0.0], [15.0, 15.0, 15.0], [15.0, 15.0, 5.0]]",2691,2284,373
"[[16.0, 16.0, 16.0], [1.0, 1.0, 1.0], [16.0, 17.0, 16.0]]",2690,2338,320
"[[17.0, 17.0, 17.0], [0.0, 1.0, 17.0], [17.0, 1.0, 13.0]]",2690,2308,350
"[[2.0, 3.0, 5.0], [10.0, 15.0, 20.0], [21.0, 11.0, 13.0]]",2689,1323,1336
"[[19.0, 1.0, 1.0], [19.0, 19.0, 1.0], [20.0, 19.0, 1.0]]",2689,1939,720
"[[2.0, 2.0, 2.0], [2.0, 6.0, 6.0], [26.0, 26.0, 28.0]]",2689,2542,117
"[[1.0, 8.0, 1.0], [15.0, 15.0, 15.0], [15.0, 15.0, 15.0]]",2688,2310,350
"[[6.0, 16.0, 6.0], [8.0, 16.0, 16.0], [16.0, 16.0, 0.0]]",2687,2323,338
"[[0.0, 20.0, 20.0], [0.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2685,1463,1200
"[[0.0, 20.0, 20.0], [0.0, 0.0, 20.0], [20.0, 20.0, 0.0]]",2685,1463,1200
"[[19.0, 1.0, 1.0], [1.0, 19.0, 19.0], [2.0, 19.0, 19.0]]",2683,2316,349
"[[19.0, 19.0, 1.0], [19.0, 19.0, 1.0], [1.0, 19.0, 2.0]]",2681,2252,415
